Nom de la gare,2020,2019,2018,2017,2016,2015
Montroc le Planet,2607,4393,4196,3327,3238,3052
Monts,78777,128273,127149,126197,123088,126767
Montsoult - Maffliers,816410,1492565,1571578,1604400,1579430,1547828
Moosch,34358,41079,39646,38416,33327,36129
Morbier,5674,4844,2979,3589,3392,2632
Morez,20859,26948,22414,27014,26145,26514
Morgny-la-Pommeraye,19899,23642,21282,26118,28912,33072
Morhange,67681,95491,85641,94951,88379,92337
Morières-lès-Avignon,17394,29589,30776,34923,32980,31540
Mortcerf,84648,154778,141533,130839,118481,107069
Morteau,123601,176150,138713,149474,125850,157668
Moulins sur Allier,465073,729618,677474,746273,708622,755149
Moûtiers - Salins - Brides-les-Bains,243632,362024,365095,377639,383165,399949
Moyeuvre-Grande,21202,33122,27761,27842,26040,28049
Mulhouse,3408899,5320370,5055333,5174727,4946420,5017072
Mulhouse Zu Rhein,0,0,0,0,0,0
Naintré,20569,26364,23428,25714,28130,30103
Nerpuy,3618,8067,5377,3317,3850,4050
Neufchâtel-Hardelot,10591,11140,9837,11945,11256,10990
Neuvic,31255,33360,28205,34788,34594,35120
Neuville Université,1563585,2858861,2781923,2746573,2663428,2580329
Neuville-sur-Sarthe,6595,10593,7929,8107,6604,7769
Nieppe,53280,77174,84376,87413,85623,80779
Nogent-le-Rotrou,376474,477607,411036,432215,429097,446280
Noizay,2881,2951,2553,2147,2412,3212
Nomain,1100,4336,4315,5098,4732,4678
Nouzonville,20182,22170,22648,30330,37045,39711
Novéant-sur-Moselle,99185,126279,110310,118605,118501,121960
Noyelles-sur-Mer,60948,78623,67245,73033,69507,69462
Noyen-sur-Sarthe,17647,54586,73388,77124,77008,75983
Olette - Canaveilles,1991,1774,1005,1177,1266,1134
Onzain - Chaumont-sur-Loire,135772,172742,204359,230640,226387,225555
Orange,218227,390348,378570,462681,413419,416136
Orchies,719981,1004517,923264,956390,912231,932604
Orgerus - Béhoust,122597,223446,223646,225459,223046,219288
Orgon,12057,14277,9489,9723,9611,9142
Ossès - Saint-Martin-d'Arrossa,3342,3406,1979,2775,2757,1303
Ossun,53,198,122,607,510,954
Ourscamps,2220,3655,2950,3494,4321,3527
Ozoir-la-Ferrière,1317727,2409248,2409568,2429288,2396593,2353072
Paimpol,52778,66268,59474,52887,42884,50181
Paris Gare du Nord,131685210,244759909,244502421,248007131,242319816,238424127
Paulhaguet,963,1776,1246,1244,1355,2114
Pavilly,130501,181651,159916,162784,162708,172208
Penthièvre,833,1097,970,1072,1675,1310
Péreire - Levallois,2462813,4503007,4649913,4850376,4948939,5021220
Pessac,599821,982512,830270,787789,701988,745359
Petit Jouy - Les Loges,100702,184199,184879,187858,186152,183539
Pierrefitte - Stains,5425884,9921222,10088539,9460414,8641481,8580947
Pignans,17198,23944,19002,21896,20858,18054
Pihen-lès-Guînes,429,1316,1461,1554,2547,2366
Pins-Justaret,88021,125313,139920,180388,188800,201565
Plancoët,8772,11118,11125,16243,18095,18489
Plénée-Jugon,8451,10722,8703,11477,12491,11362
Plerguer,116,613,661,2113,2829,2974
Pleyber-Christ,2213,3067,1591,1793,2502,1978
Poissy,5898598,10787497,10810112,10895097,10764545,10598539
Pomas,642,882,130,324,1138,4264
Pont de Bois,20486,32391,33493,28859,25071,19530
Pont de l'Alma,2258916,4130203,4258429,4384798,4438616,4469086
Pont de Rungis Aéroport d'Orly,374330,684422,724937,770494,800574,831672
Pont Petit,164441,300226,328806,295774,274583,253752
Pontchaillou,207480,285092,238854,232582,209053,218345
Pontgouin,18168,19123,17267,15576,16746,17423
Ponthierry - Pringy,270808,495137,503026,513571,513654,511417
Pontrieux Halte,2636,3273,3350,4116,4709,4910
Port-de-Bouc,17886,43749,44933,54574,55869,61419
Port-de-Piles,23238,34532,33146,38060,38778,36072
Porté-Puymorens,1856,2901,2777,2938,2768,2502
Portet Saint-Simon,227142,293156,237245,310530,305655,344701
Portets,86776,121322,101476,91047,80217,80757
Port-Saint-Père - Saint-Mars,28793,38746,28618,24761,16226,13907
Précy-sur-Oise,42717,75241,77790,77825,74661,78127
Pringy,17871,25219,22265,25311,20143,23469
Prissé-la-Charrière,5407,6980,8091,6150,5682,5688
Prunay,2421,1897,2214,5449,10407,15516
Quesnoy-le-Montant,0,96,334,431,919,1658
Réaumont - Saint-Cassien,90386,132085,114172,107777,97487,103692
Recquignies,2692,7083,6514,7499,7502,8064
Remiremont,170067,272473,242731,263246,250668,266804
Renescure,15567,27002,22340,21080,21329,20960
Retournac,31151,49984,40933,28972,39124,40724
Riedseltz,6820,12349,11988,9998,7861,6855
Rilly-la-Montagne,68278,63585,64498,75260,69459,69591
Ris-Orangis,750562,1372333,1456780,1544557,1608103,1668234
Rivarennes,16259,21814,19409,18529,18089,17120
Rochefort,302047,493168,400533,441775,392386,413934
Roche-lez-Beaupré,4621,7487,6756,7336,6608,6423
Rodez,133295,181828,162690,198543,191173,194256
Roeschwoog,43367,58857,53478,54412,54688,56596
Roissy-en-Brie,1807324,3304512,3326124,3354377,3322409,3272883
Ronchin,36744,46032,41638,42290,41056,47404
Roquesérière - Buzet,813,1016,1322,3204,3009,4009
Rosny-sur-Seine,271321,496083,447201,410431,367325,326923
Rougemont Chanteloup,1048355,1916809,1933062,1935774,1901525,1870285
Route de Launaguet,196,0,0,268,255,29
Sablé-sur-Sarthe,330700,584838,555714,566751,546858,542337
Saint-Agne,812374,1039740,918005,1106879,1084317,1138010
Saint-Amand-Longpré,3049,5559,4642,5487,3809,3228
Saint-Blaise-la-Roche Poutay,34872,42757,37984,44093,44583,44420
Saint-Chamas,51759,75620,64155,61563,55922,57814
Saint-Chéron,353776,646845,635240,629270,610113,588563
Saint-Denis-lès-Martel,10024,13427,14091,18682,19801,18147
Sainte-Bazeille,668,657,884,2055,2498,3612
Sainte-Eulalie - Carbon-Blanc,23631,32005,21773,17244,12564,11962
Sainte-Léocadie,89,92,146,33,86,150
Sainte-Lizaigne,884,1635,1554,1785,2411,2626
Saint-milion,43398,82269,89643,80917,58029,52982
Saint-tienne-de-Montluc,71554,105555,83765,86526,97082,97388
Saint-tienne-du-Rouvray,18352,33652,25943,25475,23572,25593
Saint-Fargeau-Ponthierry,66064,120792,119266,118313,115100,111544
Saint-Geniès-de-Malgoirès,46537,93907,80170,75110,68582,66781
Saint-Germain-du-Puy,2890,6063,6800,7902,8079,9138
Saint-Germain-sur-Ille,41260,53527,45270,40523,41635,41942
Saint-Gervais-les-Bains Le Fayet,279313,356019,346437,388710,386691,389595
Saint-Hilaire - Saint-Nazaire,43997,73432,60475,73427,64778,57959
Saint-Jean-d'Angély,27563,39979,35005,41399,48960,51363
Saint-Jean-de-Maurienne Arvan,225220,299781,282650,317755,307492,317461
Saint-Julien-du-Sault,21843,29000,26061,28506,24853,25646
Saint-Julien-en-Genevois,104246,179201,152415,176615,154983,164120
Saint-Lô,128874,209406,186638,212049,206774,219298
Saint-Loubès,81190,97492,74088,64620,52897,54107
Saint-Marcel,16471,21771,20576,24478,19709,15702
Saint-Martin-d'Oney,48972,43527,41402,39972,37447,35243
Saint-Martin-du-Mont,4761,4774,3486,3849,4439,3697
Saint-Martin-le-Beau,35384,45160,44485,46067,45519,50221
Saint-Médard-de-Guizières,32864,38870,36412,41114,36113,31399
Saint-Médard-d'Eyrans,47390,72449,54341,53116,49780,55372
Saint-Omer,622485,938516,865702,913715,848920,891754
Saint-Omer-en-Chaussée,4458,4522,6679,8695,6873,5496
Saint-Ouen-l'Aumône Liesse,1091697,1996206,1979019,1838982,1715495,1593032
Saint-Ouen-l'Aumône Quartier de l'glise,322678,589690,553932,520876,480297,482195
Saint-Piat,124256,174649,171661,177968,183752,180912
Saint-Pierre-d'Aurillac,4493,6221,5491,7121,5602,7513
Saint-Pierre-le-Moûtier,5605,7044,8263,7990,10162,9946
Saint-Pierre-Quiberon,6915,7364,4967,4279,3584,3208
Saint-Priest,103964,156733,129393,127097,113719,124128
Saint-Quentin-Fallavier,141619,218478,201275,199417,191593,198437
Saint-Rambert-d'Albon,198906,285747,271816,296022,287389,283897
Saint-Sébastien,2321,4365,4003,4868,4985,5263
Saint-Senoux - Pléchâtel,11508,16198,13570,17055,16712,19286
Saint-Vallier sur Rhône,199266,288303,257641,283543,278593,284371
Saléchan - Siradan,81,232,216,326,243,449
Sarrebourg,495281,715228,687339,728487,716037,721389
Sarreinsming,191,523,1654,2799,3149,2848
Sathonay - Rillieux,233402,370459,313475,291170,245349,239512
Saubusse,6167,6923,4991,6188,3252,3875
Sauto,107,79,89,30,101,86
Savigny-le-Temple - Nandy,2311061,4226403,4247062,4281204,4232841,4167641
Savigny-sur-Orge,4494928,8218456,8091982,7998447,7756128,7477288
Savy-Berlette,29700,29712,29081,35026,38536,36355
Schweighouse-sur-Moder,15991,24974,21221,16061,17854,18739
Sedan,208443,281671,265254,304460,310422,327997
Sélestat,1572364,2394038,2257513,2225163,2086181,2062470
Selles-sur-Cher,19177,27663,23660,26682,26725,27074
Seltz,34485,47482,43068,44815,42966,38779
Sérifontaine,522,1048,4700,6693,6792,7675
Serres,5138,11608,13227,18488,17619,17529
Sessenheim,58277,84660,87444,87386,87873,88449
Seurre,50275,59970,50089,53673,51862,63082
Sévérac,7792,10076,5873,2841,967,964
Seyssel - Corbonod,37709,65164,49537,66355,57460,64114
Sillé-le-Guillaume,57135,100320,102463,122755,122207,125028
Sommery,2099,2678,2477,3868,3687,3891
Soulac-sur-Mer,39215,50903,39300,36686,30531,32954
Soultz-sous-Forêts,137292,181588,183462,191259,178746,181158
Sous le Bois,12,342,374,334,496,715
Stade de France Saint-Denis,5197870,9511865,9616737,9890614,9915895,9893704
Steenbecque,260,209,366,895,707,597
Strasbourg,13049946,21465169,20170472,19989293,18472587,18232891
Suèvres,49,170,61,62,183,63
Suresnes Mont Valérien,1891581,3463282,3120349,2847025,2544442,2559923
Taconnaz,4141,3871,4170,3699,2966,2772
Taillebourg,0,663,368,453,563,252
Tain-l'Hermitage - Tournon,335257,505404,448862,470380,440660,451618
Tarascon,113552,213447,196663,226304,213085,219666
Tende,11920,22922,18199,26052,26822,24345
Thenissey,3006,5014,5561,5167,6434,7543
Thésée,5126,5585,3370,4384,5421,4145
Thuès Carença,1984,2100,2042,1931,2481,2538
Tonnay-Charente,12983,15321,11928,13460,11577,13000
Torpes - Boussières,3100,2743,2086,1492,2373,2288
Toul,184300,274607,251538,258636,230441,232067
Tourcoing,425537,610714,731606,1048189,840616,169429
Tournan-en-Brie,1078331,1971494,2017749,2082036,2107021,2128614
Tournemire - Roquefort,343,937,482,499,542,548
Tourville-la-Rivière,1463,1109,1342,1185,1651,2045
Toury,103047,130809,106085,101462,102425,107221
Traou Nez,93,178,111,203,233,139
Trois Chênes,14019,22181,18155,20775,21491,16508
Trois-Puits,1,283,60,146,12,377
Uckange,331562,494204,414838,397491,323709,233101
Ur - Les Escaldes,126,48,44,82,37,51
Urçay - La Perche,1943,3024,4200,5286,4913,5743
Ussel,43557,55008,50999,61827,59892,70375
Ustaritz,2245,2243,2244,2770,2843,2114
Val-de-Reuil,332982,553671,478731,528758,488066,495465
Varetz,1394,2217,1814,2338,2141,1797
Vayres,32356,46569,32246,23578,19040,18649
Veigné,8435,10360,11787,16682,20693,21159
Venerque - Vernet,130582,174216,159166,196492,189512,188479
Vénissieux,113683,185295,159707,173281,179328,190252
Vergèze - Codognan,204051,243949,218204,247436,221370,212990
Vertaizon,115090,148924,129123,138218,124762,132294
Vienne,1106437,1768935,1559620,1602133,1492175,1490676
Vieux-Thann,141694,154545,157296,169322,169343,158063
Villedieu-les-Poêles,52622,101134,87124,86219,79093,69944
Villefranche-du-Périgord,1895,3251,2586,3084,3318,3683
Villeneuve Triage,723311,1322503,1381636,1439542,1472868,1502738
Villeneuve-la-Comtesse,1196,2159,1833,1548,1895,2463
Villeneuve-Loubet,222593,381658,304407,323854,268009,258298
Villeneuve-sur-Allier,620,874,149,190,265,172
Villenouvelle,13848,17338,11581,15656,18415,17963
Villers-Cotterêts,253080,370900,353457,392138,389764,416589
Villiers - Neauphle - Pontchartrain,499032,915771,885357,870952,831616,790827
Villiers-sur-Marne - Le Plessis-Trévise,4455330,8146119,8276068,8434061,8426955,8383560
Vinça,993,540,531,1348,1094,927
Virville - Manneville,0,48,2082,2391,3652,5426
Viry-Châtillon,1364818,2495409,2332852,2167934,1981085,1809467
Vitré,591362,831668,756074,752567,718364,709991
Vitry-en-Artois,61341,91824,93824,95886,95222,97110
Volvic,6737,8791,7619,9864,9518,8183
Vonnas,85383,91327,94344,93489,93865,92618
Vougeot - Gilly-lès-Cîteaux,29538,36550,28416,32250,31697,41974
Voves,26418,42483,34200,33236,27529,27688
Vrigne-Meuse,4032,4277,4818,5990,7801,7036
Walbach,3027,5326,5720,6960,5271,6899
Walbourg,24737,43834,41875,39017,35223,39264
Walheim,3444,6940,5902,6420,6135,6043
Wambrechies,21,919,976,1093,745,1292
Wattignies - Templemars,36998,69841,59292,61813,58718,66457
Wavrin,52187,98796,89463,100846,101274,108641
Wihr-au-Val - Soultzbach,36875,40307,36849,41448,38444,38570
Willer-sur-Thur,28158,33144,32699,38078,37509,38789
Wilwisheim,30311,39515,39001,33171,32877,34845
Wittring,5284,6744,7293,9824,13676,15023
Woincourt,1106,4995,7732,11946,13623,14320
Woippy,79458,139362,120464,117181,100227,89236
Xertigny,871,1185,1036,978,1350,1919
Zillisheim,24257,39973,36631,33699,32455,33298
Abbaretz,22773,38473,38027,35637,33021,35989
Aigueperse,50677,75954,70745,77218,78088,75873
Aiguillon,89616,109094,92690,96909,90187,92826
Aime - La Plagne,71603,105825,104267,106398,105331,101243
Aixe-sur-Vienne,8611,10016,5734,8524,8301,8442
Albens,67880,106006,84275,99810,86676,86131
Albi Madeleine,37520,51855,44787,55019,52084,63723
Albias,11378,11386,8780,11579,9415,10586
Ambronay - Priay,5665,9145,5983,6623,7700,7463
Anchamps,5694,7376,6979,6235,5123,6400
Andelot-en-Montagne,4698,5782,4050,6806,9288,9918
Andrézieux-Bouthéon,20292,37934,25637,23002,19698,24472
Angers Saint-Laud,3433325,5739760,5372470,5647027,5368048,5411683
Angoulins sur Mer,7140,11349,9187,16213,15996,14955
Anor,14384,20768,20097,20943,20983,22276
Apach,369,907,1164,1105,1059,1066
Appilly,5965,7990,7832,6961,6728,5493
Arc-et-Senans,47438,55544,43376,50233,47098,43531
Argenton-sur-Creuse,118590,153723,128952,134473,126215,136447
Arrou,7471,8096,7113,7322,6770,6001
Audun-le-Roman,4600,6265,4803,6641,7155,10122
Aumale,865,951,1693,2295,1727,1926
Auneau,16876,30190,30121,31784,33197,32939
Auvers-sur-Oise,74720,137596,124831,127133,123968,121177
Avenay-Val-d'Or,17236,18793,12786,15908,21039,24502
Avenue du Président Kennedy Maison de Radio France,969800,1773182,1804822,1836151,1838993,1832910
Avenue Foch,672618,1229815,1217132,1211248,1181387,1146187
Avignon Centre,1279138,2301960,2158528,2575499,2341921,2309025
Avoudrey,13740,21973,15850,17198,17448,19852
Azay-le-Rideau,66667,84578,72388,71656,70146,70977
Bagnac-sur-Célé,920,1569,3358,4727,4038,4367
Bailleul,764001,1021600,944255,998316,955858,955623
Bailleul-Sir-Berthoult,640,852,687,951,1628,1035
Bainville-sur-Madon,2,60,7,563,2676,3102
Balbigny,58218,83759,77780,96801,105225,110115
Bannalec,25645,28103,22562,22688,23072,23529
Barentin,169387,238127,222939,238655,254756,280261
Barenton-Bugny,6211,6141,8608,11174,10665,9537
Barjac,109,76,16,24,23,4
Bar-le-Duc,279951,416584,381208,415280,387660,414938
Baroncourt,5756,9000,7517,9225,8703,12179
Bas - Monistrol-sur-Loire,55120,102476,82163,65736,91221,98801
Bas vette,3614,6821,5387,6267,5992,6166
Basse-Ham,14,646,523,642,632,1408
Baume-les-Dames,155122,184027,160265,170977,169972,175712
Beaugency,243606,365966,336506,342444,335196,351917
Beauvais,988279,1327596,1298880,1402417,1379556,1346772
Beauvoisin,4826,916,299,585,800,552
Bécon les Bruyères,5613320,10269355,10508412,10854104,11036425,11668320
Bédarieux,16035,13726,15337,17095,16859,17230
Bédarrides,9782,20446,20795,26959,20850,22469
Bedous,12252,16872,12640,18010,15975,525
Bègles,24877,34296,27100,24941,18524,22853
Belfort - Montbéliard TGV,360875,739793,733608,791713,739676,723873
Belleville sur Sâone,609269,955807,850238,868192,831617,857814
Belvès,3663,7409,7242,9336,9965,10094
Bénestroff,7919,11223,9158,8829,7830,7232
Béning-lès-Saint-Avold,77404,130046,108518,126267,119276,127840
Bernay,336799,477308,447200,484156,465550,484258
Berthelming,15676,21267,21396,20083,20717,19951
Besançon Viotte,1587747,2155623,1948332,2118267,2040910,2123064
Beuvry lès Béthune,7478,16102,12855,13702,12758,14810
Bibliothèque François Mitterrand,15220367,27828914,28137619,28540419,28385788,28099826
Bidarray Pont Noblia,2001,2497,1739,1600,1621,957
Biffontaine,806,1175,1579,2871,3142,3041
Billy-Montigny,138698,233559,221159,221829,203519,213104
Bischoffsheim,92984,133047,122565,122728,122510,127673
Blois - Chambord,934646,1507917,1465901,1576606,1499456,1535135
Blonville-sur-Mer - Benerville,1398,2404,1927,2020,1978,1977
Bogny-sur-Meuse,66622,65702,64059,68922,68443,73728
Bouaye,24669,33921,26796,25179,19696,17241
Boucoiran-et-Nozières,3772,1745,1768,1224,1396,1106
Bourges,615575,980131,843252,915112,880015,957058
Bourgoin-Jallieu,922883,1855873,1765349,1838742,1701021,1605895
Bournezeau,320,949,729,573,716,1587
Bourth,0,0,0,82,469,385
Bouthéon,26961,43426,33990,37248,32178,36970
Boves,10945,18323,16049,14182,16521,16198
Bréauté - Beuzeville,393317,595924,514962,516073,486612,497138
Breil-sur-Roya,32917,70196,60658,71707,57215,51425
Breteuil,30912,41007,36295,36651,36570,39090
Bretigny - Norges,10228,8764,10112,8340,8375,9460
Bretoncelles,21239,22932,20615,20934,24073,26475
Breuillet Village,374054,683921,672723,665433,644494,621695
Brignoud,165206,273904,235085,259862,235496,255609
Bully - Grenay,99295,181839,174904,198058,196459,204688
Buno - Gironville,33180,60666,64001,68182,70957,74127
Busseau sur Creuse,628,551,764,1223,1022,1417
Calais - Fréthun,415684,773711,714434,747269,706331,698676
Capdenac,82518,107834,71224,75990,73838,76135
Carhaix-Plouguer,29538,34270,44750,59810,60746,65011
Casino Lacroix Laval,9241,21010,17487,21500,18331,20468
Cassel,91344,122794,111522,117253,109852,100561
Castillon-la-Bataille,106766,101245,132624,148967,138851,149930
Caudrot,5015,8034,6238,5031,5406,8742
Caudry,82399,128178,105680,115496,106785,115271
Caulnes,42095,55299,45131,36453,31786,27383
Caussade,77676,90861,81556,102636,99606,104795
Cazères,123606,152020,132125,171050,163036,169960
Ceintrey,1425,669,3344,3022,3394,4802
Cergy Préfecture,6692312,12236286,12279673,12347999,12213175,11996226
Cernay (Val-d'Oise),1637839,2994643,3036288,3047339,3026905,2993023
Châbons,44628,53351,51640,53309,50770,47815
Chamarande,97082,177504,188475,201279,210255,220105
Chamonix-Mont-Blanc,100733,150679,134648,142873,143725,152296
Champ de Courses d'Enghien,1146691,2096797,2066509,2072979,2155045,2229912
Champagne-sur-Oise,187365,342276,353481,344530,320066,296487
Champagne-sur-Seine,283539,518423,505753,497079,478155,457828
Charmes,239565,313168,276459,284407,280450,288612
Château-Arnoux-Saint-Auban,7155,18133,31432,40836,38741,39276
Châteaubriant,17166,24437,22439,27774,29438,29349
Château-l'vêque,1671,1871,1317,1091,895,1163
Châteaulin,20984,32682,26892,15531,28101,39666
Châteauroux,560045,805216,728454,787944,751042,784887
Châtelaillon-Plage,56464,85288,68306,87581,78511,81090
Châtillon d'Azergues,13629,19714,16175,17707,22861,23326
Chaville - Vélizy,824196,1505780,1623827,1754176,1860522,1963899
Chaville Rive Gauche,510085,932646,1000355,1067926,1123009,1180143
Chedde,15047,20478,21249,22641,23305,22703
Chemillé-en-Anjou,90698,156909,145513,171319,165826,177670
Chenonceaux,30101,45390,44593,48742,48162,46471
Chépy - Valines,235,2897,5618,6434,7417,7049
Chevillon,1822,1416,1571,1193,1393,2683
Chèvremont,0,0,0,467,792,1111
Chinon,107852,139060,118423,125882,120107,125376
Chissay-en-Touraine,2361,5992,7176,7711,8050,7393
Clères,97518,138604,129616,130942,126552,128705
Clermont de l'Oise,709439,980971,926973,980153,930076,935465
Clerval,39726,52180,44943,56309,46612,47372
Cloyes-sur-le-Loir,11071,14659,11289,11580,12263,14041
Coat Guégan,318,637,1681,2851,3547,2796
Collonges - Fontaines,70106,92646,73055,68478,75524,83330
Colmar Saint-Joseph,64908,76016,78681,87336,84732,87946
Colombier-Fontaine,10622,14534,11952,14045,14728,14259
Colomiers Lycée International,138766,174685,181352,233161,251010,255183
Combourg,216965,297540,266528,267969,262920,267557
Comines,1058,2413,2357,2348,1690,3343
Conches-en-Ouche,48376,88186,96123,104160,97605,101292
Cosne-Cours-sur-Loire,116309,162150,158219,179187,176942,194441
Couliboeuf,0,346,262,1002,1013,880
Coulommiers,773068,1413685,1307147,1212158,1101461,997635
Courcay - Tauxigny,3814,3709,6041,8599,13772,15474
Cramoisy,1531,2906,4447,3834,3935,2273
Crécy-la-Chapelle,104465,190995,187867,185303,179177,172569
Croix - Wasquehal,3694,7775,6510,6880,6973,10385
Cros de Cagnes,137254,221457,173172,179215,148277,143461
Crouy-sur-Ourcq,111182,204707,199897,198756,196972,190715
Cuers - Pierrefeu,49667,69744,52377,62805,50332,38719
Culmont - Chalindrey,35598,60945,64635,78547,76315,100673
Dannes - Camiers,9337,10346,9826,11730,15102,13095
Dardilly Le Jubin,29694,38983,39246,42798,45995,53696
Decize,61224,94895,78441,94386,90908,101184
Deluz,1240,1352,597,1192,1207,1868
Denain,21192,36925,32400,31612,27110,28346
Dercy - Froidmont,10378,9871,11496,13503,13129,13255
Dieppe,376579,557443,502031,505178,479196,513611
Digoin,18097,19319,15496,19277,18785,21829
Dirinon,4781,8153,4811,1248,1950,2467
Dissay,23302,25212,25892,26942,26808,27494
Domblans - Voiteur,35660,31832,34199,41499,41663,44879
Dommartin - Remiencourt,7769,8642,7171,8963,8823,8177
Dompierre Sept Fons,9188,14413,15074,17524,16866,17781
Dordives,19270,27353,40152,87871,213516,545489
Dourges,152051,255384,247741,255066,240705,251402
Dreux,919445,1606493,1471100,1633846,1660359,1788844
Duppigheim,72738,111178,113985,114495,116104,111309
couen - zanville,1028707,1881227,1943954,1983810,1939326,1886129
gly,279760,511516,507089,507106,495986,483439
Einvaux,3416,5387,5113,5343,6779,8766
merainville - Pontault-Combault,2596996,4748348,4801461,4898268,4892074,4864507
Enghien-les-Bains,4138595,7568159,7711048,7760343,7684943,7574604
pernay,479008,781974,702727,772462,736596,779960
Epfig,21334,26024,22409,24355,26404,30750
pierre - Saint-Léger,24628,30020,29200,32609,28939,30275
Erdre-Active,27016,41140,33668,31751,23906,20552
Err,697,515,306,342,327,285
Esbly,1279094,2338728,2311341,2296992,2236234,2166527
Esches,32345,44886,42395,44624,38543,32991
Estavar,138,181,228,96,77,82
Estrées-Saint-Denis,35533,49403,43288,45439,45473,46836
Esvres sur Indre,17079,25371,28381,24786,22696,21833
tival-Clairefontaine,35050,55177,53701,58476,54882,57310
tréchy,377874,690936,715653,746860,762887,775908
Eu,21903,19477,23158,31177,32507,37137
vron,93350,162097,181310,192127,187563,181167
Eymoutiers Vassivière,34711,44042,34357,39685,38791,39292
Farébersviller,930,2505,2646,3296,3169,3275
Farschviller,18309,19952,22125,21467,20970,21087
Faubourg d'Orléans,133709,121436,113984,120806,131611,122855
Fegersheim - Lipsheim,91314,138794,128758,141076,172602,163744
Felletin,281,3208,2634,4007,4390,5673
Feuquerolles,0,10,238,397,547,574
Fleurieux-sur-l'Arbresle,87204,135482,121917,115642,93970,86131
Folligny,2163,4046,8596,12712,12051,15101
Fons - Saint-Mamert,11709,23178,19029,18184,15647,12214
Fors,27613,28194,31508,32571,29733,28785
Fougeré,1890,2420,2123,1590,2389,3164
Fouquereuil,1055,1632,1099,1065,2086,2236
Fourmies,116402,187071,175997,188906,186154,202884
Freistroff,1494,2436,2861,2171,2051,2334
Fréjus - Saint-Raphael Autotrain,30,7,32,51,95,4175
Fretin,53815,92078,85673,95226,84236,87880
Froncles,37461,36457,33271,34600,32376,33672
Fumay,53838,69508,74360,90982,97296,95133
Gallieni Cancéropôle,35229,56259,57969,61229,53400,54091
Gan,2628,3853,2131,2428,2614,2578
Gannat,56161,91313,81266,92707,87973,92353
Garges - Sarcelles,9809827,17937343,17968213,17941453,17577233,17191818
Gauriaguet,39013,41321,31528,31982,25723,24319
Génelard,10405,13655,9809,10541,8517,7554
Gennevilliers,1107599,2025274,2090962,2169888,2207587,2234373
Gerzat,20688,27140,23326,28307,29640,29522
Gorges,37904,87678,103820,101521,77112,29896
Gourland,1651,865,2325,1077,382,1608
Granville,183469,263943,209162,216105,212199,197782
Gros Noyer Saint-Prix,940853,1720304,1747157,1739184,1713626,1680959
Groslay,865891,1583612,1612611,1621062,1599215,1569486
Guéret,41808,79157,75117,87870,81869,83399
Guéthary,20561,27590,18887,21347,18830,18061
Guichen - Bourg-des-Comptes,111583,169836,138612,131237,127139,127138
Guillerval,11258,20584,20628,20966,18296,18006
Guimiliau,807,2254,3293,3890,4227,5911
Haluchère Batignolles,68259,116440,97512,92615,94348,88181
Haubourdin,40675,61310,56343,71492,66311,66832
Hayange,5225,8356,7423,9871,17611,28498
Hazebrouck,1218094,1747596,1619445,1723580,1644597,1686138
Heiligenberg - Mollkirch,17456,26388,24619,25236,26880,26619
Hendaye,194632,373730,322527,360887,340084,399124
Herny,5431,8999,8589,10210,11525,12662
Hesdin,4175,6425,6792,36154,54288,62376
Hirson,70357,103873,102033,114781,114927,130709
Houdan,434862,809939,878035,959657,996756,1026284
Hyères,340343,495096,454827,500037,397577,231025
Igney - Avricourt,14494,21350,21470,21906,22803,21727
Imphy,23676,44593,38022,41014,34098,39324
Ingwiller,158851,206320,223733,229656,223643,223294
Issoudun,120150,180515,163340,175512,169093,169757
Iteuil,7509,10228,8885,8493,9533,9591
Itxassou,10,255,135,75,39,21
Jatxou,0,20,5,9,20,13
Joinville,39873,57765,53597,61577,63789,68019
Jonchery-sur-Vesle,81555,76262,77268,91780,96554,103105
Kalhausen,7484,10784,12902,12170,12860,13738
Ker Lann,47823,71306,59354,60933,61896,63675
Krimmeri Meinau,119333,165140,167726,171593,161618,150980
La Bastide - Saint-Laurent-les-Bains,13692,23374,24742,26453,31174,35358
La Bohalle,16229,27951,24016,23632,24580,23516
La Brigue,2044,3758,2694,3516,2757,3035
La Chapelle-Saint-Mesmin,5215,12272,8556,8066,7211,6525
La Chapelle-sur-Erdre,18377,31155,25404,24352,24850,20869
La Crèche,15336,19339,12109,12038,11074,13394
La Croix de Méan,2737,3399,1643,1996,2802,3800
La Douzillère,7664,10886,11104,11507,13502,17749
La Ferté-Imbault,11851,12963,11904,11562,13175,13084
La Ferté-Milon,72807,128417,119892,118228,120942,123281
La Fontaine,1408,4540,3634,4687,5429,4910
La Forest-Landerneau,70874,73450,70970,72161,65538,61896
La Garenne-Colombes,2241473,4101287,4106443,4128855,4073202,3995177
La Gouesnière - Cancale - Saint-Méloir-des-Ondes,34881,49866,40271,31673,25953,26543
La Jonchère-Saint-Maurice,14282,12096,12394,13285,13579,13240
La Madeleine,8254,9570,8509,10248,10580,11508
La Marche,2403,1283,413,114,114,505
La Membrolle-sur-Choisille,591,1498,1822,1468,1766,1699
La Ménitré,77182,134163,133806,142655,135524,130655
La Norville - Saint-Germain-lès-Arpajon,341290,624015,627405,636395,631898,624240
La Poterie,45583,33400,31844,43870,38781,33870
La Redonne Ensuès,28337,46278,41776,46974,40809,47873
La Rochefoucauld,1,1427,3766,11004,16401,20238
